-0.327500,-0.617200,-0.000029,0.000000,0.999100,-0.042650
0.667400,0.700000,0.195000,0.999900,0.014680,-0.000001
-0.664200,0.705700,-0.207100,-0.640400,0.767700,-0.023210
0.667000,-0.358700,-0.225100,0.996700,0.000000,-0.080920
-0.007789,0.163800,-0.222500,0.000000,0.000000,-1.000000
-0.667400,0.054610,0.218300,-1.000000,0.000000,0.004398
-0.117000,0.692200,0.217900,0.000000,0.259300,0.965800
0.202800,-0.296300,0.217900,0.000000,-0.203700,0.979000
0.631600,0.249600,-0.222500,-0.088750,0.000000,-0.996100
0.257400,0.692100,-0.222500,0.000000,0.153100,-0.988200
0.666100,-0.704600,0.228100,0.838400,-0.520400,0.162100
0.179400,-0.614300,-0.231600,0.000000,-0.265200,-0.964200
-0.655100,-0.226100,-0.231600,0.121000,0.000000,-0.992700
0.666900,-0.015580,0.225100,0.986000,0.006786,0.166300
0.280800,0.361400,0.179400,0.000000,-1.000000,0.000000
-0.171500,0.039000,0.218000,0.000000,-0.000600,1.000000
-0.561500,0.241800,-0.220000,0.000000,0.000000,1.000000
-0.649800,0.527700,0.229800,0.613000,0.008794,0.790000
-0.218300,0.577100,-0.222500,0.000000,0.000000,-1.000000
-0.132500,-0.272800,-0.220000,0.000000,0.220000,0.975500
-0.650800,-0.400900,0.228900,0.605700,0.000647,0.795700
0.280800,-0.155900,-0.220000,0.000000,0.000000,1.000000
-0.663300,-0.704700,-0.218300,-0.392300,-0.917600,-0.063590
0.654900,0.662900,-0.231400,-0.134600,0.000000,-0.990900
0.039010,-0.637700,0.148200,0.000000,-1.000000,0.000000
-0.319700,0.382200,0.140400,0.000000,1.000000,0.000000
0.666400,0.335300,0.132600,1.000000,0.000000,0.000000
-0.288500,-0.304400,0.210400,0.000000,-0.972600,0.232400
0.667200,-0.704100,-0.143200,0.874000,-0.486000,0.000000
0.667400,-0.350900,0.132600,1.000000,0.000000,0.000000
0.210600,0.028370,0.093590,0.000000,-1.000000,0.000000
0.327600,0.697000,0.117000,0.010700,0.999400,-0.032000
-0.311900,0.028370,-0.117000,0.000000,-1.000000,0.000000
0.304200,0.350800,-0.220000,0.000000,-0.222800,0.974900
0.366500,-0.617900,0.046810,0.000000,1.000000,0.000000
-0.421100,0.697000,0.054610,0.000000,1.000000,0.000000
0.666400,-0.054580,-0.109200,1.000000,0.000000,0.000000
-0.015580,0.361400,0.023410,0.000000,-1.000000,0.000000
-0.667200,-0.700800,0.134500,-0.947700,-0.319200,0.002801
-0.413300,-0.421100,-0.229100,0.000000,0.000000,1.000000
-0.130000,-0.614300,-0.224400,0.000000,0.758300,0.651900
0.007818,0.697000,-0.070160,0.000000,1.000000,0.000000
-0.646900,-0.460100,-0.054570,0.999100,-0.042650,0.000000
0.428900,-0.304700,-0.023380,0.000000,-1.000000,0.000000
-0.031180,-0.304700,0.054600,0.000000,-1.000000,0.000000
-0.667400,0.460100,-0.046770,-1.000000,0.000000,0.000000
-0.288500,0.296400,-0.220000,0.000000,0.000000,1.000000
-0.667400,0.000019,-0.054570,-1.000000,0.000000,0.000000
0.397700,0.093590,-0.222500,0.000000,0.000000,-1.000000
0.039000,0.467900,-0.222500,0.000000,0.000000,-1.000000
0.444500,-0.553700,-0.231700,0.000000,0.000000,-1.000000
-0.421100,0.049180,0.124800,0.000000,1.000000,0.000000
-0.467900,0.499100,-0.222500,0.000000,0.000000,-1.000000
-0.452300,-0.283900,0.007784,0.000000,0.999800,-0.021430
-0.031180,0.028370,-0.007783,0.000000,-1.000000,0.000000
