0.324400,0.198700,0.140100,0.999800,0.000257,-0.020570
-0.324200,-0.528200,-0.772700,-0.945100,-0.037140,-0.324600
-0.319900,-0.540700,0.774500,-0.585100,-0.640100,0.498000
-0.153600,0.541300,-0.776100,0.000000,0.442100,-0.897000
-0.315500,0.543500,0.772500,-0.185600,0.945200,0.268700
0.324000,-0.085170,-0.758200,1.000000,0.000000,-0.005217
0.315000,-0.544000,0.340800,0.336200,-0.941800,0.000000
-0.324400,0.528200,-0.034060,-0.999900,0.015800,0.000000
-0.307000,-0.187400,0.127900,-0.014100,0.000000,-0.999900
0.153100,-0.008500,0.776700,0.000000,0.000000,1.000000
0.323200,0.512900,-0.388700,0.991700,-0.128100,0.013060
0.306400,0.543400,0.630400,-0.039230,0.999200,0.000000
-0.315400,0.017050,-0.776500,-0.046400,0.000000,-0.998900
-0.324400,0.051130,0.587800,-1.000000,0.000000,0.000000
0.144600,-0.494100,0.776700,0.000000,0.000000,1.000000
-0.076940,0.544100,0.366300,0.000000,1.000000,0.000000
0.280900,-0.544100,-0.749700,-0.007410,-1.000000,-0.000251
-0.136600,-0.544100,0.366300,0.000000,-1.000000,0.000000
0.127500,-0.213000,0.127900,0.000000,0.000000,-1.000000
0.322400,0.339300,-0.776400,0.184000,0.000000,-0.982900
-0.111000,0.196000,0.127900,0.000000,0.000000,-1.000000
0.093440,0.544100,-0.017020,0.000000,1.000000,0.000000
-0.102500,0.489700,-0.366300,0.000000,-1.000000,0.000000
0.324400,-0.144100,0.447500,1.000000,-0.000024,-0.000003
0.008247,0.340800,0.775700,0.000000,0.000000,1.000000
-0.145100,-0.213000,0.775700,0.000118,-0.000059,1.000000
0.324100,0.535500,0.271000,0.999800,0.012530,-0.014160
0.324400,0.206500,0.520300,1.000000,0.000000,0.000000
-0.376100,0.384800,0.445300,-0.999900,-0.010450,-0.003318
-0.324400,-0.272600,0.477100,-1.000000,0.000000,0.000000
0.070720,-0.541400,0.130800,0.000000,-0.737000,-0.675900
0.101900,0.489700,-0.604800,0.000000,-1.000000,0.000000
-0.321300,-0.491200,0.130900,-0.693700,0.000000,-0.720200
0.324100,-0.254500,0.742500,0.520400,0.006397,0.853900
-0.324400,0.076680,0.289700,-1.000000,0.000000,0.000000
-0.324400,0.306700,-0.749700,-1.000000,0.000000,0.000000
-0.324400,0.528200,-0.536700,-0.999900,0.015800,0.000000
-0.270000,-0.255600,-0.741100,1.000000,0.000000,0.000531
-0.255800,0.255500,0.776200,0.022770,-0.045550,0.998700
0.306400,0.298200,0.776700,0.000523,0.000044,1.000000
-0.068420,-0.544100,0.621900,0.000000,-1.000000,0.000000
-0.321200,0.541500,0.230000,-0.661200,0.750200,0.000000
-0.085460,0.544100,0.630400,0.000000,1.000000,0.000000
0.324400,-0.058780,0.202700,1.000000,-0.000017,-0.000003
-0.093970,-0.340700,0.127900,0.000000,0.000000,-1.000000
0.093450,0.042620,0.127900,0.000000,0.000000,-1.000000
0.323400,-0.374800,0.144800,1.000000,0.000000,0.004075
0.323400,0.511200,-0.111500,0.996600,-0.079660,-0.019600
